customer_id,age_group,customer_segment,spending_score,loyalty_tier,avg_order_value,purchase_frequency_30d,discount_affinity,city,state,delivery_zone,dark_store_id,date,day_of_week,is_weekend,hour,time_of_day,temperature_c,rainfall_mm,humidity_pct,weather_condition,festival,festival_flag,local_event_flag,product_id,product_name,brand,category,base_product,pack_size,mrp,unit_cost,unit_price,shelf_life_days,product_rating,review_count,negative_review_rate,product_popularity_score,trend_signal,trend_category,product_views_7d,product_views_30d,add_to_cart_count_7d,purchase_count_7d,previous_purchase_count,repeat_purchase_flag,days_since_last_purchase,sales_1d,sales_7d,sales_30d,historical_demand_30d,demand_trend_pct,demand_status,current_stock,minimum_stock,maximum_stock,stock_turnover_days,days_to_expiry,expiry_risk,stockout_flag,stockout_risk_pct,competitor_1_price,competitor_2_price,competitor_price_gap_pct,competitor_discount_pct,current_discount_pct,promotion_type,promotion_eligible,discount_cost,gross_margin_before_promo,expected_units_without_promo,expected_units_with_promo,expected_revenue_without_promo,expected_revenue_with_promo,expected_profit_without_promo,expected_profit_with_promo,profit_impact_pct,expected_inventory_reduction,clearance_priority_score,recommended_action,scenario
C01193,25-34,Budget,24.6,,428.58,7,0.451,Coimbatore,Tamil Nadu,COI-Z8,COI-DS14,2026-04-02,Thursday,False,16,Evening,21.8,0.0,54.4,Clear/Cloudy,,0,0,P0083,Leafy Greens Medium,DailyBasket,Fruits & Vegetables,Leafy Greens,Medium,45,32.2,42.86,5,3.21,51,0.363,67.62,Viral,Snacks,37,190,4,2,7,1,28,3,29,100,6.14,23.58,Stable,25,5,34,4.01,3,High,1,17.29,42.6,49.17,0.61,0,20,,1,8.57,10.66,4,6,171.44,205.74,42.64,12.54,-71.26,6,27.5,NO PROMOTION,Normal
C08358,25-34,Regular,31.8,Gold,449.96,0,0.952,Lucknow,Uttar Pradesh,LUC-Z4,LUC-DS1,2026-04-09,Thursday,False,9,Morning,23.9,0.0,48.0,Clear/Cloudy,Christmas,1,0,P0145,Instant Breakfast Small,QuickFresh,Instant & Ready Food,Instant Breakfast,Small,35,20.64,30.3,15,3.24,23,0.361,57.07,Normal,,26,134,0,0,0,0,99,4,32,117,6.39,16.79,Stable,34,10,67,5.24,9,Low,0,9.54,31.91,31.69,-4.39,10,0,,0,0.0,9.66,5,5,151.5,151.5,48.3,48.3,-2.03,5,18.33,NO PROMOTION,Overstock
C13716,18-24,Occasional,66.6,Platinum,771.81,1,0.627,Indore,Madhya Pradesh,IND-Z1,IND-DS7,2026-05-04,Monday,False,22,Late Evening,24.4,0.0,53.6,Clear/Cloudy,Sankranti,1,0,P0083,Leafy Greens Medium,DailyBasket,Fruits & Vegetables,Leafy Greens,Medium,45,32.2,41.53,5,3.57,8,0.302,60.54,Emerging,Snacks,36,151,4,2,1,1,18,3,30,118,5.89,-32.33,Declining,57,9,43,9.52,5,Medium,0,4.85,42.43,41.42,0.27,0,30,% Off,1,12.46,9.33,4,8,166.12,232.56,37.32,-25.04,-165.34,8,34.47,NO PROMOTION,Declining_Product
C03927,25-34,Regular,51.3,Gold,615.84,2,0.327,Hyderabad,Telangana,HYD-Z3,HYD-DS13,2026-06-11,Thursday,False,23,Late Evening,23.1,20.5,67.7,Rain,,0,0,P0042,Coffee Large,UrbanBasket,Beverages,Coffee,Large,200,134.38,180.7,30,3.28,12,0.31,47.83,Normal,,30,110,2,2,3,0,89,1,4,15,2.2,11.9,Stable,9,2,14,3.91,26,Low,0,8.02,193.38,163.97,10.2,0,25,Coupon,1,45.18,46.32,1,2,180.7,271.04,46.32,2.28,-95.18,2,11.59,COMPETITIVE PRICE OFFER,Low_Demand
C14646,55+,Premium,43.2,Silver,501.45,2,0.589,Kolkata,West Bengal,KOL-Z8,KOL-DS4,2026-05-11,Monday,False,18,Evening,19.6,9.6,78.7,Rain,,0,0,P0130,Floor Cleaner Small,NatureBest,Home Care,Floor Cleaner,Small,90,68.45,76.39,90,3.4,28,0.279,48.92,Viral,Snacks,26,115,2,1,4,1,39,1,5,17,1.06,22.14,Stable,14,2,9,6.03,2,Low,0,12.72,83.81,79.18,-3.52,10,0,,1,0.0,7.94,1,1,76.39,76.39,7.94,7.94,-11.19,1,8.4,CLEARANCE,Near_Expiry
C01879,18-24,Occasional,62.1,,688.41,5,0.504,Kochi,Kerala,KOC-Z2,KOC-DS6,2026-04-11,Saturday,True,6,Morning,33.2,0.0,52.7,Clear/Cloudy,,0,1,P0052,Chocolate Small,DailyBasket,Snacks,Chocolate,Small,300,191.78,279.17,365,3.58,14,0.31,51.39,Normal,,29,108,1,0,3,1,41,4,25,107,4.22,0.13,Stable,18,6,32,4.17,193,Low,1,18.41,297.41,256.97,8.64,10,15,,1,41.88,87.39,4,5,1116.68,1186.45,349.56,227.55,-35.09,5,7.56,NO PROMOTION,High_Demand
C06093,25-34,High_Value,57.6,Gold,670.96,3,0.134,Chennai,Tamil Nadu,CHE-Z4,CHE-DS9,2026-04-16,Thursday,False,15,Afternoon,33.5,23.5,79.2,Rain,Sankranti,1,0,P0166,Pet Treats Small,UrbanBasket,Pet Care,Pet Treats,Small,250,194.55,240.99,365,3.0,43,0.414,45.77,Normal,,27,103,2,1,1,1,10,0,0,0,0.52,0.0,Stable,6,2,7,9.68,354,Low,0,0.0,266.75,255.56,16.13,5,20,BOGO,1,48.2,46.44,0,0,0.0,0.0,0.0,-0.0,-100.0,0,12.2,REVIEW PRODUCT QUALITY,Competitor_Cheaper
C08880,55+,Premium,68.7,Platinum,776.39,5,0.737,Pune,Maharashtra,PUN-Z7,PUN-DS14,2026-07-26,Sunday,True,7,Morning,27.4,0.0,52.5,Clear/Cloudy,,0,0,P0018,Cheese Large,DailyBasket,Dairy & Breakfast,Cheese,Large,90,64.66,74.75,60,3.62,41,0.302,59.04,Normal,,40,165,6,3,8,1,32,1,7,18,1.29,57.14,Growing,1,2,7,0.72,17,Low,1,47.17,68.14,76.54,9.7,5,0,Coupon,1,0.0,10.09,1,1,74.75,74.75,10.09,10.09,-9.02,1,4.89,NO PROMOTION,Normal
C02326,35-44,Regular,92.2,Gold,847.06,5,0.617,Indore,Madhya Pradesh,IND-Z1,IND-DS11,2026-07-21,Tuesday,False,18,Evening,23.8,0.0,58.6,Clear/Cloudy,,0,0,P0003,Milk Large,NatureBest,Dairy & Breakfast,Milk,Large,35,21.25,34.13,3,4.23,228,0.121,67.58,Normal,,41,211,5,2,3,1,42,0,0,1,0.7,-25.0,Stable,4,2,7,5.0,2,High,0,0.0,32.53,37.4,4.92,10,20,,1,6.83,12.88,0,0,0.0,0.0,0.0,0.0,-100.0,0,43.83,CLEARANCE,Normal
C07051,35-44,Budget,52.3,Gold,643.41,6,0.684,Bengaluru,Karnataka,BEN-Z4,BEN-DS10,2026-04-04,Saturday,True,14,Afternoon,30.6,0.0,55.5,Clear/Cloudy,Raksha Bandhan,1,0,P0034,Energy Drink Small,ValueMart,Beverages,Energy Drink,Small,300,243.46,296.9,365,4.02,3,0.171,59.85,Declining,,34,166,4,0,2,1,38,1,6,32,1.08,-59.9,Declining,8,2,9,6.78,14,Low,0,11.11,324.27,307.35,-3.4,0,15,% Off,1,44.54,53.44,1,1,296.9,252.36,53.44,8.9,-83.65,1,21.65,REACTIVATE / TEST OFFER,Declining_Product
C10940,18-24,Budget,49.5,Silver,796.5,6,0.547,Mumbai,Maharashtra,MUM-Z5,MUM-DS10,2026-07-25,Saturday,True,9,Morning,24.2,0.0,61.5,Clear/Cloudy,,0,0,P0035,Energy Drink Medium,QuickFresh,Beverages,Energy Drink,Medium,90,60.32,80.15,180,3.87,7,0.178,49.72,Normal,,34,107,5,4,0,0,80,3,19,73,2.77,11.09,Stable,10,5,20,3.48,166,Low,1,23.35,77.47,91.17,3.46,10,0,% Off,0,0.0,19.83,3,3,240.45,240.45,59.49,59.49,-1.65,3,5.42,NO PROMOTION,Normal
C00098,45-54,Regular,35.0,Silver,530.54,0,0.156,Kochi,Kerala,KOC-Z4,KOC-DS10,2026-05-14,Thursday,False,4,Night,34.4,50.6,98.0,Storm,,0,0,P0124,Detergent Small,LocalBrand,Home Care,Detergent,Small,55,29.46,51.99,90,3.35,21,0.335,41.33,Normal,,22,81,4,0,0,0,109,0,0,0,2.93,0.0,Stable,8,4,27,2.64,9,Low,0,0.0,51.32,57.24,1.31,0,0,Coupon,0,0.0,22.53,0,0,0.0,0.0,0.0,0.0,-100.0,0,23.0,NO PROMOTION,Overstock
C03161,25-34,Regular,34.0,,392.13,4,0.65,Bengaluru,Karnataka,BEN-Z8,BEN-DS14,2026-07-04,Saturday,True,18,Evening,34.6,0.0,49.4,Clear/Cloudy,Ugadi,1,0,P0023,Oats Medium,DailyBasket,Dairy & Breakfast,Oats,Medium,160,128.17,137.46,30,3.58,14,0.284,68.14,Normal,,42,193,4,2,3,1,15,5,26,98,5.68,13.3,Stable,11,7,67,1.9,26,Low,1,12.52,148.46,126.82,8.39,0,15,,1,20.62,9.29,4,6,549.84,701.04,37.16,-67.98,-278.14,6,6.99,NO PROMOTION,Weekend_Surge
C07828,35-44,Occasional,24.3,Platinum,449.49,2,0.218,Mumbai,Maharashtra,MUM-Z7,MUM-DS12,2026-04-10,Friday,False,7,Morning,30.6,0.0,50.4,Clear/Cloudy,,0,0,P0151,Soup Small,UrbanBasket,Instant & Ready Food,Soup,Small,400,243.63,344.37,30,3.18,81,0.374,39.69,Normal,,25,72,3,0,1,1,5,2,1,4,1.77,4.08,Stable,5,3,15,2.67,1,Critical,0,0.82,367.98,392.94,-6.42,0,10,% Off,1,34.44,100.74,0,0,0.0,0.0,0.0,0.0,-100.0,0,45.0,CLEARANCE,Normal
C08954,25-34,High_Value,64.6,,582.2,3,0.674,Vijayawada,Andhra Pradesh,VIJ-Z1,VIJ-DS6,2026-06-13,Saturday,True,23,Late Evening,24.6,17.8,79.6,Rain,,0,0,P0009,Bread Large,DailyBasket,Dairy & Breakfast,Bread,Large,200,130.11,199.71,180,3.35,10,0.367,52.2,Normal,,36,118,2,1,2,1,35,3,18,79,4.32,-2.26,Stable,15,4,52,3.39,148,Low,1,19.65,212.81,213.51,-6.16,20,15,,0,29.96,69.6,3,4,599.13,679.0,208.8,158.56,-24.42,4,9.1,NO PROMOTION,Normal
C09056,35-44,Regular,52.8,,541.15,2,0.258,Pune,Maharashtra,PUN-Z4,PUN-DS13,2026-04-01,Wednesday,False,14,Afternoon,25.9,10.6,66.9,Rain,Sankranti,1,0,P0163,Pet Food Small,LocalBrand,Pet Care,Pet Food,Small,110,81.45,95.16,15,3.67,34,0.31,43.43,Normal,,26,91,4,3,2,0,114,0,1,2,2.69,45.71,Growing,12,4,28,4.3,7,Medium,0,0.0,105.25,93.95,1.29,10,0,,0,0.0,13.71,0,0,0.0,0.0,0.0,0.0,-100.0,0,32.75,NO PROMOTION,Normal
C05553,18-24,Deal_Seeker,38.2,Gold,536.88,5,0.452,Visakhapatnam,Andhra Pradesh,VIS-Z2,VIS-DS1,2026-04-11,Saturday,True,10,Morning,30.7,0.0,49.4,Clear/Cloudy,,0,0,P0008,Bread Medium,NatureBest,Dairy & Breakfast,Bread,Medium,90,48.01,74.99,60,3.81,6,0.208,63.71,Normal,,37,192,5,3,2,1,14,0,0,0,1.87,0.0,Stable,1,3,22,10.66,10,Low,0,95.48,81.13,83.65,-7.57,10,20,,1,15.0,26.98,0,0,0.0,0.0,0.0,0.0,-100.0,0,46.36,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C12131,18-24,Regular,23.9,Gold,322.71,7,0.581,Chennai,Tamil Nadu,CHE-Z6,CHE-DS4,2026-05-11,Monday,False,3,Night,33.2,0.0,48.1,Clear/Cloudy,,0,0,P0001,Milk Small,FreshChoice,Dairy & Breakfast,Milk,Small,65,39.98,63.25,3,3.48,118,0.332,59.17,Normal,,36,153,2,0,5,1,53,2,16,77,3.43,-62.77,Declining,15,5,19,4.25,0,Critical,1,13.28,59.17,71.86,6.9,20,10,Bundle,1,6.32,23.27,2,3,126.5,170.79,46.54,50.85,6.96,3,85.27,CLEARANCE,Declining_Product
C10124,18-24,Deal_Seeker,50.0,Silver,650.31,2,0.129,Nagpur,Maharashtra,NAG-Z1,NAG-DS10,2026-06-12,Friday,False,23,Late Evening,23.3,0.0,80.1,Clear/Cloudy,,0,0,P0005,Curd Medium,LocalBrand,Dairy & Breakfast,Curd,Medium,200,119.36,180.44,5,3.63,5,0.321,63.58,Viral,Snacks,36,171,1,1,2,1,4,3,23,95,3.25,-59.1,Declining,24,4,31,7.16,2,High,0,6.59,188.41,180.3,0.08,0,5,,1,9.02,61.08,3,3,541.32,514.26,183.24,156.18,-15.23,3,35.33,CLEARANCE,Declining_Product
C10908,18-24,Regular,8.6,,384.48,3,0.579,Bengaluru,Karnataka,BEN-Z8,BEN-DS4,2026-07-12,Sunday,True,14,Afternoon,32.5,0.0,58.7,Clear/Cloudy,,0,0,P0020,Cereal Medium,LocalBrand,Dairy & Breakfast,Cereal,Medium,75,41.13,68.33,60,3.59,7,0.246,53.87,Emerging,Beverages,33,137,3,0,2,1,11,2,7,29,1.97,3.12,Stable,16,3,20,3.86,2,Low,0,8.13,72.62,64.21,6.42,15,0,,0,0.0,27.2,1,1,68.33,68.33,27.2,27.2,-3.55,1,9.17,CLEARANCE,Near_Expiry
C08803,45-54,Regular,72.2,,746.44,3,0.254,Nagpur,Maharashtra,NAG-Z5,NAG-DS2,2026-06-12,Friday,False,1,Night,28.1,0.0,59.7,Clear/Cloudy,Holi,1,0,P0155,Diapers Medium,LocalBrand,Baby Care,Diapers,Medium,130,80.41,108.68,90,3.74,65,0.225,46.05,Viral,Collectible Toy,27,98,5,1,3,0,114,1,7,30,2.52,0.0,Stable,20,2,29,7.63,43,Low,0,2.14,102.79,99.15,22.38,0,10,% Off,1,10.87,28.27,1,1,108.68,97.81,28.27,17.4,-40.55,1,21.59,COMPETITIVE PRICE OFFER,Competitor_Cheaper
C10059,45-54,Regular,84.3,Gold,854.05,5,0.057,Delhi,Delhi,DEL-Z5,DEL-DS13,2026-06-20,Saturday,True,14,Afternoon,31.7,0.0,55.3,Clear/Cloudy,,0,0,P0028,Juice Small,UrbanBasket,Beverages,Juice,Small,35,20.08,33.02,3,4.01,45,0.313,56.71,Normal,,36,147,6,4,1,0,62,1,10,48,4.52,-10.08,Stable,3,6,37,6.71,0,Critical,0,79.85,34.14,36.72,-3.28,25,0,% Off,1,0.0,12.94,1,1,33.02,33.02,12.94,12.94,-7.17,1,100.0,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C09390,45-54,Occasional,69.0,Gold,757.07,3,0.303,Mumbai,Maharashtra,MUM-Z5,MUM-DS5,2026-05-15,Friday,False,2,Night,27.5,0.0,45.6,Clear/Cloudy,,0,0,P0030,Juice Large,LocalBrand,Beverages,Juice,Large,35,27.38,34.3,30,3.52,13,0.261,50.89,Normal,,38,128,5,1,3,1,19,0,1,2,1.53,45.71,Growing,9,2,16,5.52,20,Low,0,1.18,34.18,37.54,0.35,10,0,% Off,0,0.0,6.92,0,0,0.0,0.0,0.0,0.0,-100.0,0,21.33,NO PROMOTION,Low_Demand
C06504,18-24,Occasional,34.8,,486.75,3,0.409,Bengaluru,Karnataka,BEN-Z1,BEN-DS5,2026-06-02,Tuesday,False,10,Morning,26.0,0.0,63.4,Clear/Cloudy,,0,0,P0024,Oats Large,QuickFresh,Dairy & Breakfast,Oats,Large,130,77.0,127.05,60,2.98,24,0.4,53.64,Normal,,33,135,1,0,2,1,14,1,7,33,1.53,-8.33,Stable,13,2,8,7.98,28,Low,0,8.8,121.83,132.48,4.28,15,10,% Off,1,12.7,50.05,1,1,127.05,114.35,50.05,37.35,-26.84,1,19.58,REVIEW PRODUCT QUALITY,Normal
C09860,35-44,Regular,42.6,,580.88,5,0.867,Chennai,Tamil Nadu,CHE-Z3,CHE-DS8,2026-04-27,Monday,False,17,Evening,31.2,12.4,62.2,Rain,,0,0,P0008,Bread Medium,NatureBest,Dairy & Breakfast,Bread,Medium,90,48.01,88.04,60,4.05,12,0.213,63.09,Normal,,34,154,2,0,1,0,24,5,37,163,6.23,-2.67,Stable,56,11,67,8.85,42,Low,0,8.1,82.93,95.86,6.16,15,0,,1,0.0,40.03,5,5,440.2,440.2,200.15,200.15,-0.5,5,21.63,NO PROMOTION,Normal
C10211,35-44,High_Value,37.2,Gold,459.25,7,0.571,Visakhapatnam,Andhra Pradesh,VIS-Z3,VIS-DS10,2026-05-23,Saturday,True,1,Night,27.6,0.0,50.3,Clear/Cloudy,Dussehra,1,0,P0130,Floor Cleaner Small,NatureBest,Home Care,Floor Cleaner,Small,90,68.45,80.63,90,3.86,56,0.288,58.06,Viral,Beverages,32,164,6,2,4,0,38,0,0,0,2.49,0.0,Stable,11,3,13,4.25,73,Low,0,4.72,78.18,73.35,9.93,0,0,,1,0.0,12.18,0,0,0.0,0.0,0.0,0.0,-100.0,0,22.95,NO PROMOTION,Normal
C11727,35-44,Budget,69.2,,709.31,5,0.515,Pune,Maharashtra,PUN-Z6,PUN-DS1,2026-05-31,Sunday,True,15,Afternoon,26.6,0.0,55.8,Clear/Cloudy,Eid,1,0,P0070,Onion Small,LocalBrand,Fruits & Vegetables,Onion,Small,90,67.99,84.1,365,3.62,116,0.302,61.52,Normal,,38,152,8,2,0,0,37,5,37,136,5.19,16.24,Stable,23,4,29,4.35,363,Low,1,17.98,78.6,95.0,7.0,10,0,,1,0.0,16.11,5,5,420.5,420.5,80.55,80.55,-1.23,5,7.86,NO PROMOTION,High_Demand
C00305,35-44,Budget,77.0,Silver,747.95,7,0.758,Bengaluru,Karnataka,BEN-Z3,BEN-DS11,2026-06-30,Tuesday,False,2,Night,32.3,0.0,63.6,Clear/Cloudy,,0,0,P0072,Onion Large,DailyBasket,Fruits & Vegetables,Onion,Large,130,71.86,118.83,180,2.99,21,0.382,52.23,Normal,,35,119,4,1,4,0,31,2,19,75,3.14,8.24,Stable,11,5,35,3.4,134,Low,1,10.75,113.94,127.84,4.29,15,30,,0,35.65,46.97,3,5,356.49,415.9,140.91,56.6,-60.12,5,6.02,REVIEW PRODUCT QUALITY,Weekend_Surge
C10609,18-24,Occasional,58.4,,623.08,5,0.916,Ahmedabad,Gujarat,AHM-Z3,AHM-DS4,2026-05-30,Saturday,True,15,Afternoon,28.2,0.0,56.6,Clear/Cloudy,,0,0,P0145,Instant Breakfast Small,QuickFresh,Instant & Ready Food,Instant Breakfast,Small,35,20.64,32.84,15,3.5,40,0.204,50.93,Normal,,29,113,5,3,4,0,108,2,15,73,3.99,-11.47,Stable,17,6,34,4.16,4,Medium,0,5.81,33.78,33.01,-0.51,25,25,% Off,0,8.21,12.2,2,3,65.68,73.89,24.4,11.97,-52.87,3,31.07,NO PROMOTION,Normal
C09542,25-34,Occasional,82.9,Silver,865.85,9,0.505,Chennai,Tamil Nadu,CHE-Z6,CHE-DS12,2026-04-04,Saturday,True,8,Morning,34.3,0.0,60.2,Clear/Cloudy,,0,0,P0152,Soup Medium,PremiumSelect,Instant & Ready Food,Soup,Medium,200,160.93,178.51,7,4.63,133,0.173,59.09,Viral,Beauty,32,162,6,2,5,0,86,1,9,33,2.32,15.48,Stable,8,4,21,3.31,2,High,1,11.83,195.45,201.37,-8.67,20,15,% Off,1,26.78,17.58,1,1,178.51,151.73,17.58,-9.2,-149.52,1,31.33,CLEARANCE,High_Demand
C02639,55+,Occasional,18.6,,314.94,3,0.525,Indore,Madhya Pradesh,IND-Z5,IND-DS5,2026-05-18,Monday,False,4,Night,25.2,19.3,76.6,Rain,,0,0,P0075,Potato Large,NatureBest,Fruits & Vegetables,Potato,Large,35,20.64,29.72,90,2.91,77,0.454,47.81,Normal,,34,111,2,1,5,1,16,1,3,10,2.84,21.98,Stable,3,3,26,1.02,50,Low,1,1.54,30.59,31.98,-2.84,0,5,,0,1.49,9.08,0,0,0.0,0.0,0.0,0.0,-100.0,0,7.37,REVIEW PRODUCT QUALITY,Rain_Demand
C05988,35-44,Premium,6.6,Gold,403.4,3,0.639,Hyderabad,Telangana,HYD-Z5,HYD-DS1,2026-04-10,Friday,False,18,Evening,29.9,0.0,47.7,Clear/Cloudy,,0,0,P0095,Sugar Medium,QuickFresh,Staples,Sugar,Medium,65,39.85,58.55,365,3.73,19,0.284,51.19,Normal,,30,125,5,1,0,0,66,1,6,23,1.65,10.44,Stable,14,2,13,8.0,165,Low,0,4.73,52.26,64.57,12.04,5,20,Clearance,1,11.71,18.7,1,1,58.55,46.84,18.7,6.99,-64.52,1,14.42,COMPETITIVE PRICE OFFER,Normal
C00011,25-34,Budget,71.2,Silver,801.84,3,0.493,Hyderabad,Telangana,HYD-Z8,HYD-DS14,2026-07-17,Friday,False,10,Morning,31.3,0.0,60.5,Clear/Cloudy,Dussehra,1,0,P0074,Potato Medium,DailyBasket,Fruits & Vegetables,Potato,Medium,130,98.68,129.84,365,3.74,143,0.294,47.41,Normal,,36,109,8,3,3,1,9,1,2,10,3.15,-10.99,Stable,31,5,32,9.54,92,Low,0,0.0,140.33,142.75,-7.48,15,15,% Off,1,19.48,31.16,0,0,0.0,0.0,0.0,0.0,-100.0,0,46.25,NO PROMOTION,Normal
C00138,45-54,Regular,40.8,,526.55,2,0.748,Nagpur,Maharashtra,NAG-Z2,NAG-DS10,2026-07-12,Sunday,True,3,Night,31.9,14.5,82.5,Rain,Dussehra,1,0,P0069,Tomato Large,FreshChoice,Fruits & Vegetables,Tomato,Large,160,105.63,142.14,365,3.22,8,0.335,56.49,Viral,Beverages,36,138,2,0,2,1,31,3,24,85,5.17,20.29,Stable,1,8,44,5.69,261,Low,0,77.44,153.75,141.44,0.49,0,20,Bundle,0,28.43,36.51,3,4,426.42,454.84,109.53,32.32,-70.76,4,15.27,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C04541,25-34,Regular,65.3,,710.78,3,0.444,Pune,Maharashtra,PUN-Z1,PUN-DS9,2026-07-02,Thursday,False,0,Night,26.2,0.0,58.7,Clear/Cloudy,Holi,1,0,P0158,Baby Food Medium,ValueMart,Baby Care,Baby Food,Medium,55,39.37,51.8,15,4.15,9,0.097,55.18,Normal,,29,145,4,2,2,0,98,1,5,22,2.83,-2.29,Stable,15,2,28,5.12,14,Low,0,2.06,54.66,54.11,-4.27,15,0,,0,0.0,12.43,1,1,51.8,51.8,12.43,12.43,-7.45,1,20.81,NO PROMOTION,Weekend_Surge
C05014,25-34,Occasional,63.0,Silver,682.26,7,0.784,Hyderabad,Telangana,HYD-Z3,HYD-DS10,2026-06-03,Wednesday,False,13,Afternoon,27.6,0.0,47.1,Clear/Cloudy,,0,1,P0045,Chips Large,FreshChoice,Snacks,Chips,Large,250,144.98,226.89,60,3.04,4,0.393,53.6,Declining,,34,141,7,5,4,1,6,0,1,4,0.84,4.08,Stable,4,2,9,2.13,1,Low,1,4.5,237.79,230.6,-1.61,15,10,,0,22.69,81.91,0,0,0.0,0.0,0.0,0.0,-100.0,0,5.19,CLEARANCE,Near_Expiry
C07251,25-34,Regular,80.9,Gold,771.59,2,0.442,Nagpur,Maharashtra,NAG-Z3,NAG-DS14,2026-05-10,Sunday,True,9,Morning,28.1,6.8,68.6,Rain,,0,1,P0068,Tomato Medium,PremiumSelect,Fruits & Vegetables,Tomato,Medium,200,152.26,175.53,3,3.16,18,0.346,49.75,Emerging,Collectible Toy,36,114,3,1,3,1,3,2,12,41,2.93,23.7,Stable,2,3,31,2.64,2,High,1,91.28,179.17,192.54,-2.03,10,25,,1,43.88,23.27,2,4,351.06,526.6,46.54,-82.44,-273.41,4,28.67,REPLENISH / AVOID DISCOUNT,Stockout_Risk
C07371,35-44,Regular,79.7,Silver,779.61,7,0.11,Hyderabad,Telangana,HYD-Z1,HYD-DS13,2026-07-20,Monday,False,17,Evening,34.3,0.0,60.6,Clear/Cloudy,Ugadi,1,0,P0030,Juice Large,LocalBrand,Beverages,Juice,Large,35,27.38,30.52,30,3.97,20,0.282,52.65,Normal,,35,135,3,3,4,1,8,1,3,10,3.25,21.98,Stable,13,3,35,3.88,18,Low,0,1.37,29.49,30.29,3.49,25,5,Bundle,0,1.53,3.14,0,0,0.0,0.0,0.0,0.0,-100.0,0,29.68,NO PROMOTION,Low_Demand
C05102,35-44,Premium,57.4,Silver,731.98,1,0.25,Chennai,Tamil Nadu,CHE-Z3,CHE-DS11,2026-05-09,Saturday,True,6,Morning,28.3,17.4,73.1,Rain,Sankranti,1,0,P0023,Oats Medium,DailyBasket,Dairy & Breakfast,Oats,Medium,160,128.17,158.74,30,2.73,34,0.431,61.04,Normal,,36,167,3,1,3,0,48,2,15,55,4.19,16.01,Stable,34,4,43,7.93,5,Medium,0,8.9,140.73,155.92,12.8,15,0,,1,0.0,30.57,2,2,317.48,317.48,61.14,61.14,-1.61,2,34.33,REVIEW PRODUCT QUALITY,Normal
C01590,25-34,Budget,85.5,Gold,848.38,5,0.639,Mumbai,Maharashtra,MUM-Z3,MUM-DS10,2026-06-27,Saturday,True,22,Late Evening,23.5,0.0,58.5,Clear/Cloudy,,0,0,P0102,Cooking Oil Large,DailyBasket,Staples,Cooking Oil,Large,130,68.42,114.65,30,4.45,8,0.126,58.94,Normal,,34,154,5,4,2,0,76,3,21,67,3.7,32.86,Growing,20,3,43,5.26,3,High,1,18.37,111.05,114.57,3.24,0,10,,1,11.46,46.23,3,4,343.95,412.76,138.69,139.08,-0.44,4,27.5,NO PROMOTION,Normal
C05406,18-24,High_Value,44.1,Silver,554.03,4,0.822,Bengaluru,Karnataka,BEN-Z4,BEN-DS11,2026-04-17,Friday,False,20,Late Evening,30.9,20.2,82.1,Rain,Eid,1,0,P0062,Banana Medium,NatureBest,Fruits & Vegetables,Banana,Medium,45,24.83,43.41,7,3.23,10,0.301,49.95,Viral,,224,106,1,0,5,0,46,3,24,83,3.59,23.09,Stable,9,5,35,2.44,2,High,1,24.67,41.81,44.82,3.83,20,10,,1,4.34,18.58,3,3,130.23,117.21,55.74,42.72,-24.71,3,27.83,CLEARANCE,Viral_Trend
C14939,35-44,Budget,44.6,Gold,584.18,3,0.448,Mumbai,Maharashtra,MUM-Z3,MUM-DS13,2026-06-01,Monday,False,17,Evening,33.1,0.0,38.3,Clear/Cloudy,,0,0,P0045,Chips Large,FreshChoice,Snacks,Chips,Large,250,144.98,227.64,60,3.65,11,0.298,44.22,Viral,,90,84,7,5,1,0,27,3,15,53,2.34,20.15,Stable,23,4,27,9.43,15,Low,0,3.98,224.42,239.09,1.43,0,5,,1,11.38,82.66,2,2,455.28,432.52,165.32,142.56,-14.29,2,19.71,NO PROMOTION,Viral_Trend
C10855,25-34,High_Value,70.3,Platinum,666.67,10,0.927,Delhi,Delhi,DEL-Z6,DEL-DS1,2026-07-10,Friday,False,4,Night,36.8,0.0,52.7,Hot,,0,0,P0056,Popcorn Medium,FreshChoice,Snacks,Popcorn,Medium,45,36.3,44.9,3,3.79,81,0.165,66.94,Normal,,47,208,10,3,2,0,103,0,0,0,1.61,0.0,Stable,2,3,14,0.58,0,Critical,1,0.0,40.87,51.15,9.86,0,10,,1,4.49,8.6,0,0,0.0,0.0,0.0,0.0,-100.0,0,37.0,CLEARANCE,Near_Expiry
C10280,25-34,Occasional,29.7,Gold,428.32,2,0.245,Kolkata,West Bengal,KOL-Z2,KOL-DS8,2026-04-08,Wednesday,False,9,Morning,28.7,0.0,61.8,Clear/Cloudy,,0,0,P0144,Pasta Large,LocalBrand,Instant & Ready Food,Pasta,Large,160,103.21,134.61,30,2.54,114,0.381,49.34,Normal,,30,110,3,0,0,0,93,3,16,50,2.34,35.04,Growing,19,3,19,7.79,28,Low,0,5.77,150.24,141.17,-4.65,5,15,,1,20.19,31.4,2,2,269.22,228.84,62.8,22.42,-64.86,2,15.08,REVIEW PRODUCT QUALITY,Bad_Product_Signal
